지역,대분류,중분류,원본_소계값,원본_소계출처,leaf_합계,차이,절대차이,오차율(%),절대오차율(%),QA_병합상태,결과,허용기준결과
제주,Ⅱ. 자체사업,1. 함께 돌보고 함께 일하는 사회(자체사업),152787,별도소계행,152787,0,0,0.0,0.0,양쪽존재,일치,허용
제주,Ⅱ. 자체사업,2. 함께 만들어가는 행복한 노후(자체사업),70767,별도소계행,70767,0,0,0.0,0.0,양쪽존재,일치,허용
제주,Ⅱ. 자체사업,3. 인구변화 적극대비(자체사업),567,별도소계행,567,0,0,0.0,0.0,양쪽존재,일치,허용
충남,Ⅰ. 공통사업,1. 함께 돌보고 함께 일하는 사회(공통사업),590701,별도소계행,590701,0,0,0.0,0.0,양쪽존재,일치,허용
충남,Ⅰ. 공통사업,2. 함께 만들어가는 행복한 노후(공통사업),893862,별도소계행,893862,0,0,0.0,0.0,양쪽존재,일치,허용
충남,Ⅱ. 자체사업,1. 함께 돌보고 함께 일하는 사회(자체사업),269484,별도소계행,269486,2,2,0.0,0.0,양쪽존재,불일치,허용
충남,Ⅱ. 자체사업,2. 함께 만들어가는 행복한 노후(자체사업),54309,별도소계행,54309,0,0,0.0,0.0,양쪽존재,일치,허용
충남,Ⅱ. 자체사업,3. 인구변화 적극대비(자체사업),877,별도소계행,878,1,1,0.11,0.11,양쪽존재,불일치,허용
충북,Ⅰ. 공통사업,1. 함께 돌보고 함께 일하는 사회(공통사업),477644,별도소계행,477644,0,0,0.0,0.0,양쪽존재,일치,허용
충북,Ⅰ. 공통사업,2. 함께 만들어가는 행복한 노후(공통사업),565324,별도소계행,565324,0,0,0.0,0.0,양쪽존재,일치,허용
충북,Ⅰ. 공통사업,3. 인구변화 적극대비(공통사업),,중분류제목행,39,,,,,양쪽존재,판정불가,판정불가
충북,Ⅱ. 자체사업,1. 함께 돌보고 함께 일하는 사회(자체사업),140192,별도소계행,140195,3,3,0.0,0.0,양쪽존재,불일치,허용
충북,Ⅱ. 자체사업,2. 함께 만들어가는 행복한 노후(자체사업),31314,별도소계행,31315,1,1,0.0,0.0,양쪽존재,불일치,허용
충북,Ⅱ. 자체사업,3. 인구변화 적극대비(자체사업),1824,별도소계행,1826,2,2,0.11,0.11,양쪽존재,불일치,허용
